0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,2,0,5,3,0,0,0,1,0,1,0,1,0,0,0,0,0
1,1,1,0,3,3,1,0,2,2,0,0,0,0,0,0,0,0,5,6,0,1,1,4,4,0,3,0,2,0,0,0,0,1,0,3,0,0,0,2,2
1,3,4,2,4,14,2,1,0,1,0,0,2,0,2,0,3,3,1,1,1,1,3,5,2,0,6,1,3,1,2,1,0,1,0,0,3,1,1,1,0
1,5,5,2,1,12,2,1,0,1,1,3,4,0,1,1,3,1,3,7,1,1,5,2,7,0,5,0,6,2,1,1,0,0,0,0,1,0,0,0,1
1,7,2,5,3,11,4,2,6,4,0,1,4,0,2,1,11,1,2,5,0,0,2,14,7,0,8,4,4,0,2,0,0,0,0,4,1,2,5,2,0
1,9,15,2,9,6,3,3,1,7,1,2,9,0,3,1,3,1,7,4,1,1,10,7,7,2,11,4,2,1,1,0,0,4,0,3,4,0,1,2,5
1,6,10,2,2,23,4,1,3,11,0,3,10,1,1,0,23,4,10,7,2,1,12,5,12,2,6,3,6,1,2,1,0,7,1,4,3,1,2,2,1
0,17,12,5,15,19,8,6,5,9,2,5,13,1,8,2,17,8,11,9,4,3,11,12,18,0,12,7,4,1,1,3,1,5,0,5,1,0,5,1,3
5,16,18,4,17,25,11,1,9,13,3,8,21,1,6,6,16,11,13,24,9,2,14,8,19,1,17,11,8,2,3,2,3,9,0,4,6,2,4,4,6
7,19,25,8,10,51,15,13,9,17,2,7,14,9,9,4,13,10,24,23,9,3,13,26,34,3,21,17,10,3,8,6,2,10,1,8,8,0,10,6,6
11,41,33,11,29,44,10,10,24,13,4,13,15,5,15,18,16,14,27,24,8,8,22,26,40,7,23,9,28,2,13,4,0,6,5,14,9,9,5,6,13
10,20,37,11,21,41,15,8,18,17,5,12,34,9,14,10,26,19,33,24,17,9,33,19,35,7,28,14,23,4,16,3,4,10,2,6,13,3,17,8,9
20,37,37,18,26,26,17,19,14,20,10,16,43,8,19,9,15,23,25,42,16,13,29,36,34,8,32,16,15,12,21,3,1,20,5,9,9,4,7,15,15
20,36,27,41,43,51,12,23,25,13,13,27,46,11,21,24,36,33,32,27,34,15,28,39,39,7,46,36,33,4,24,6,6,18,5,14,14,6,16,18,17
33,25,38,24,31,57,25,23,29,52,12,33,61,18,25,20,47,30,21,40,21,16,44,35,54,13,24,34,19,10,22,9,4,25,4,14,12,11,17,16,9
41,43,53,42,63,52,33,19,27,29,12,16,39,16,34,16,24,20,30,40,20,11,51,40,44,8,32,26,32,13,20,9,7,21,7,25,17,5,23,7,20
33,59,46,48,37,68,30,15,30,34,18,44,53,18,40,9,33,31,28,32,33,31,31,43,41,8,18,24,37,8,24,11,11,24,2,27,21,13,26,4,24
32,57,47,35,40,50,22,39,36,34,11,41,32,15,46,19,33,54,21,49,34,27,41,39,33,19,33,28,23,14,37,15,9,33,6,30,11,12,19,28,17
33,40,50,20,33,44,31,48,35,33,23,62,41,13,32,17,35,50,44,54,42,17,42,37,19,8,46,34,30,14,13,8,16,24,12,25,31,24,19,28,14
46,44,50,44,42,33,31,40,33,39,45,40,47,12,32,21,33,46,58,47,34,17,38,36,16,10,23,35,29,10,27,5,32,36,12,27,24,16,27,15,25
45,41,45,57,48,32,25,29,12,66,19,44,35,15,48,15,42,34,39,52,40,16,31,41,58,12,16,35,22,16,22,11,14,40,14,22,17,19,13,21,20
45,56,32,55,53,27,19,36,52,37,24,38,32,23,33,51,33,31,38,36,30,31,39,48,26,11,33,22,36,14,24,28,21,17,14,24,22,13,12,12,20
25,33,55,57,35,21,21,29,37,35,45,40,19,14,18,16,25,45,28,27,38,38,36,54,40,22,22,25,25,15,15,21,23,18,16,27,15,11,19,15,20
27,28,18,33,28,32,16,38,28,13,42,48,34,46,41,23,22,46,35,29,43,27,33,26,35,14,23,28,15,12,18,24,28,13,17,21,17,6,14,17,14
34,65,8,30,36,24,19,33,43,30,20,36,23,44,47,7,17,47,24,17,22,31,36,27,18,19,10,32,20,19,24,13,27,29,24,10,10,3,16,16,16
29,46,5,32,21,11,12,32,73,15,38,23,10,21,30,18,38,23,28,20,36,15,38,31,19,8,3,20,16,13,15,19,14,19,9,18,11,11,8,10,18
23,29,45,46,13,6,27,24,51,22,38,28,24,12,23,21,36,27,16,11,14,22,28,16,14,4,17,13,12,5,17,14,13,23,23,15,8,14,6,9,12
24,11,24,25,22,3,16,11,37,31,36,43,17,29,27,24,20,24,15,10,16,32,23,18,19,8,7,14,12,14,24,10,17,23,12,11,17,12,8,6,15
14,12,19,24,14,4,7,23,21,17,26,44,10,24,18,19,13,16,27,12,14,13,11,4,12,6,4,6,13,13,16,18,15,12,17,10,8,6,4,8,8
14,5,13,14,7,6,14,38,18,20,20,29,8,23,17,18,5,18,12,18,14,9,20,12,15,6,4,10,12,4,19,12,22,6,21,9,10,12,8,4,9
25,11,13,21,12,9,15,38,17,9,16,20,2,11,12,8,6,16,5,20,14,4,4,7,3,14,7,8,6,5,18,13,16,9,9,5,5,0,10,5,5
11,8,6,12,12,2,10,17,20,4,16,17,11,13,19,10,8,11,12,13,20,6,11,9,8,6,3,6,14,1,16,11,10,11,6,3,5,6,4,2,6
9,13,5,6,3,5,11,16,12,12,19,9,6,7,12,10,2,13,11,13,9,8,8,1,7,5,8,2,12,2,8,12,5,2,2,6,7,5,1,2,0
7,3,7,8,3,0,5,9,8,8,14,12,1,7,6,8,3,5,6,2,13,8,3,4,3,8,1,3,7,9,6,8,10,3,4,1,1,5,2,2,6
3,3,2,7,8,1,9,7,7,2,11,3,2,20,7,5,2,11,4,5,11,8,3,1,6,2,5,4,10,5,11,8,6,2,9,0,5,2,0,0,3
13,2,0,4,4,0,3,8,2,5,14,7,0,9,5,2,9,6,3,5,8,3,2,2,2,0,1,5,10,3,4,15,7,4,5,0,1,1,1,1,1
10,0,0,4,3,0,5,6,1,6,6,14,4,6,4,2,4,5,1,5,7,4,1,0,5,8,1,2,4,1,7,7,5,2,2,1,1,1,0,2,1
6,0,5,7,2,0,6,10,3,10,2,5,2,6,3,3,8,3,5,3,4,4,0,1,3,2,0,3,3,3,8,12,4,2,2,2,4,3,1,0,1
5,0,3,2,0,0,7,4,4,2,5,2,2,8,2,4,7,3,0,1,4,2,3,0,3,2,1,0,2,1,5,6,3,2,2,0,3,1,0,3,1
3,0,0,2,0,0,5,3,2,5,3,0,0,7,2,2,3,1,1,1,2,2,1,0,0,5,0,1,1,0,2,6,2,2,0,0,3,1,0,0,1
5,0,0,2,0,0,1,0,2,4,3,1,0,6,2,0,4,0,1,1,1,0,0,0,1,2,1,1,2,0,3,12,1,0,1,0,1,2,2,0,0
0,0,0,1,0,0,1,4,2,3,2,0,0,8,3,0,0,0,0,2,3,1,0,0,4,0,0,0,2,0,1,5,2,1,2,1,0,1,0,2,0
3,0,1,1,0,0,4,2,2,0,3,0,0,6,2,0,1,0,2,0,1,0,2,0,1,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0
0,0,0,1,0,0,0,4,1,1,1,3,0,6,0,1,0,1,1,1,0,1,0,0,3,2,0,0,2,0,0,4,0,1,0,0,3,0,0,0,0
0,0,0,0,0,0,2,0,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0
0,0,0,1,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,4,1,3,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0
0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
